variable,n,mean,std,median,iqr,min,max,ci_low,ci_high
loss_pct,67,49.901074706978534,18.147211072973317,58.95019907860999,32.73395179992573,20.85126733620277,78.70455561105123,45.474622122549775,54.32752729140729
screen_pct,67,21.26273595824087,7.425307817318541,20.898957353559208,7.848592525159841,1.028748590755355,44.775227164036345,19.451561070486424,23.073910845995318
screen_share_valid,67,45.89061914186788,16.213112700284338,48.55371900826447,21.02022387695449,2.6897568165070007,79.9480157220743,41.93593021885808,49.84530806487768
table_pct,67,28.836189334780595,15.675276167196222,24.197952929895145,27.53450829693062,4.731776866868651,63.370113063615314,25.01268905019655,32.65968961936464
table_share_valid,67,54.10938085813212,16.213112700284338,51.446280991735534,21.02022387695449,20.0519842779257,97.310243183493,50.15469193512232,58.06406978114192
